customer_id,recency,frequency,total_revenue,customer_segment
1423245652069790681,99,1,108.72,Cliente en Riesgo
9330660893585289377,343,1,108.68,Cliente Perdido
5021173685677286713,332,1,108.63,Cliente Perdido
6452846542924661655,305,1,108.55,Cliente Perdido
4240861756102346904,329,1,108.49,Cliente Perdido
2923157586809674604,25,1,108.44,Cliente Activo
8795588873125044253,119,1,108.38,Cliente en Riesgo
3339969886638037862,335,1,108.36,Cliente Perdido
8972388387130785286,23,1,108.26,Cliente Activo
4068647851581953751,22,1,108.17,Cliente Activo
5946277979460888197,71,1,108.15,Cliente en Riesgo
86382053515995633,224,1,108.14,Cliente Perdido
2663849700360119634,364,1,108.13,Cliente Perdido
0343219748684366958,136,1,108.05,Cliente Perdido
1915538933685278364,208,1,108.0,Cliente Perdido
8641796138378982634,61,1,108.0,Cliente en Riesgo
0605298878287002654,48,1,107.99,Cliente Activo
9006674589877323297,171,1,107.99,Cliente Perdido
1424355572088327868,7,1,107.99,Cliente Activo
8645410884814968942,246,1,107.99,Cliente Perdido
1479905681893527974,207,1,107.98,Cliente Perdido
5331056297862855879,255,1,107.98,Cliente Perdido
2831548695576636242,238,2,107.97,Cliente Perdido
9242714675091818589,251,2,107.96000000000001,Cliente Perdido
1505845633682209456,232,1,107.96,Cliente Perdido
5449862868756015868,287,1,107.96,Cliente Perdido
7753883779576218882,151,1,107.95,Cliente Perdido
8833612323012512340,305,1,107.95,Cliente Perdido
9803564384419875699,314,1,107.94,Cliente Perdido
897189708290538264,315,1,107.92,Cliente Perdido
3939381864309559028,166,1,107.78,Cliente Perdido
5265060535305335127,91,1,107.77,Cliente en Riesgo
965001845233995898,91,1,107.77,Cliente en Riesgo
1247282406356396417,6,1,107.76,Cliente Activo
2055570879390074535,349,1,107.67,Cliente Perdido
1029117971501759934,210,2,107.53999999999999,Cliente Perdido
3535157243408917520,224,2,107.53,Cliente Perdido
9493494763769975479,339,1,107.49,Cliente Perdido
1442612237985610717,20,1,107.48,Cliente Activo
6139991270179769936,35,1,107.48,Cliente Activo
9562131572678756288,338,1,107.45,Cliente Perdido
7384954748824600324,135,1,107.34,Cliente Perdido
6486169111223038083,99,1,107.33,Cliente en Riesgo
2613946236686066431,94,1,107.26,Cliente en Riesgo
3738320234051643877,257,3,107.18,Cliente Perdido
1620948710344032805,195,1,107.18,Cliente Perdido
4647505914839180188,182,3,107.17,Cliente Perdido
2166438591525900148,246,1,107.05,Cliente Perdido
9824651586153580201,80,1,107.04,Cliente en Riesgo
9362054500840831902,354,1,107.0,Cliente Perdido
6627479815076599911,163,1,107.0,Cliente Perdido
575143870190264156,220,1,107.0,Cliente Perdido
6597110312639955010,246,1,106.99,Cliente Perdido
8050215728371627574,80,1,106.99,Cliente en Riesgo
1187855968690092966,113,1,106.99,Cliente en Riesgo
3973742615068285577,157,1,106.99,Cliente Perdido
9669933764937008223,129,1,106.99,Cliente Perdido
6383227990844000158,152,1,106.99,Cliente Perdido
2479607063956536867,312,1,106.99,Cliente Perdido
6928017474634138268,276,1,106.98,Cliente Perdido
557041874411922739,61,1,106.97,Cliente en Riesgo
5599295096941402799,249,2,106.96000000000001,Cliente Perdido
7303461177926085857,9,1,106.95,Cliente Activo
6667812222576375440,232,1,106.94,Cliente Perdido
0356092515832769251,116,1,106.94,Cliente en Riesgo
2270672806084201655,36,1,106.93,Cliente Activo
2250505681169209683,55,1,106.92,Cliente Activo
8206950109524998366,81,1,106.78,Cliente en Riesgo
2678017605977262322,193,1,106.78,Cliente Perdido
9679444214215496163,165,1,106.77,Cliente Perdido
0758186940251087967,82,1,106.77,Cliente en Riesgo
7021513890220777555,90,1,106.77,Cliente en Riesgo
8430163495777040605,14,1,106.76,Cliente Activo
6168468198967794640,228,1,106.73,Cliente Perdido
3544319698789912473,221,2,106.58,Cliente Perdido
8277697496987047439,225,1,106.57,Cliente Perdido
4501448098783068461,92,2,106.5,Cliente en Riesgo
1152177248793735167,20,1,106.49,Cliente Activo
249856897836798285,270,1,106.48,Cliente Perdido
0520805520579177810,61,1,106.48,Cliente en Riesgo
597489337358394308,13,3,106.46000000000001,Cliente Leal
1989547808289808392,85,1,106.45,Cliente en Riesgo
2232264032210232295,107,1,106.35,Cliente en Riesgo
5466662603729331412,32,1,106.19,Cliente Activo
8578219364291235989,350,1,106.19,Cliente Perdido
2756352383546949156,307,1,106.17,Cliente Perdido
8023076116006253866,279,1,106.17,Cliente Perdido
1276186701480455615,321,1,106.09,Cliente Perdido
0744194450160663160,70,1,106.0,Cliente en Riesgo
9240425877262756231,4,1,106.0,Cliente Activo
6559285755206861388,132,1,106.0,Cliente Perdido
5791424839538217435,49,1,106.0,Cliente Activo
8190060652712453472,314,1,106.0,Cliente Perdido
4365809776716151144,204,1,106.0,Cliente Perdido
9383567792856137029,46,1,105.99,Cliente Activo
7194697843629533346,69,1,105.99,Cliente en Riesgo
1845281550200982748,208,1,105.99,Cliente Perdido
4807533112045033919,252,1,105.99,Cliente Perdido
6392220370835728704,85,1,105.99,Cliente en Riesgo
7111968133200925943,4,1,105.99,Cliente Activo
938988824374966310,133,1,105.99,Cliente Perdido
7507699100891959218,22,1,105.99,Cliente Activo
5627918840858473196,233,1,105.98,Cliente Perdido
4051794783067941843,283,1,105.97,Cliente Perdido
8839065493642053324,57,1,105.94,Cliente Activo
4511704618243693613,330,1,105.91,Cliente Perdido
1435684047649600050,217,1,105.85,Cliente Perdido
653069947099114599,32,2,105.78,Cliente Activo
4314785522549943313,91,1,105.77,Cliente en Riesgo
8693462511450231969,34,1,105.59,Cliente Activo
7704838802929652478,131,1,105.57,Cliente Perdido
1217627082294977824,181,1,105.49,Cliente Perdido
0336686212624145715,327,2,105.47,Cliente Perdido
1151339450407656012,165,1,105.36,Cliente Perdido
7545791097611675575,365,1,105.35,Cliente Perdido
1295206490988113981,80,1,105.31,Cliente en Riesgo
7806950251446529341,62,1,105.21,Cliente en Riesgo
4822026859805345733,92,1,105.0,Cliente en Riesgo
444821471625212420,13,1,104.99,Cliente Activo
7270080953464199743,186,1,104.99,Cliente Perdido
8168437595738289713,105,1,104.99,Cliente en Riesgo
4818479610455261172,293,1,104.99,Cliente Perdido
4563888597277798832,305,1,104.99,Cliente Perdido
1234072966949787632,240,1,104.98,Cliente Perdido
1717181767260918300,130,1,104.98,Cliente Perdido
1655430627864078480,160,1,104.98,Cliente Perdido
420252480915406869,299,1,104.96,Cliente Perdido
2766162501835274072,1,1,104.95,Cliente Activo
9356437814803179808,107,1,104.94,Cliente en Riesgo
3061338030780455732,239,1,104.91,Cliente Perdido
3028610092281426822,335,1,104.9,Cliente Perdido
2956786142298366932,143,1,104.88,Cliente Perdido
8049773876871004000,312,3,104.85000000000001,Cliente Perdido
5855788158613478931,230,1,104.77,Cliente Perdido
4554186249452816477,239,1,104.66,Cliente Perdido
6772419843051184934,168,1,104.6,Cliente Perdido
5789628268074280391,150,2,104.58,Cliente Perdido
3689455923152943810,131,1,104.54,Cliente Perdido
6548964457968888412,270,1,104.53,Cliente Perdido
0848187910927716390,351,2,104.41999999999999,Cliente Perdido
6284948773679645206,26,1,104.4,Cliente Activo
0602460866377412564,351,1,104.38,Cliente Perdido
4893030302006714352,232,1,104.33,Cliente Perdido
8191371294306245008,231,1,104.33,Cliente Perdido
8518740059623315737,354,1,104.3,Cliente Perdido
6738644801977314557,305,2,104.29,Cliente Perdido
6366738125554594213,158,3,104.29,Cliente Perdido
3564256947651906511,322,1,104.27,Cliente Perdido
6858581199056101379,156,1,104.25,Cliente Perdido
9409306998104220839,219,1,104.13,Cliente Perdido
9776803566040829876,307,1,104.0,Cliente Perdido
2303533259349444593,103,1,103.99,Cliente en Riesgo
2444379082594823080,261,1,103.99,Cliente Perdido
5338696842809908912,288,1,103.96,Cliente Perdido
362055310928414530,230,1,103.94,Cliente Perdido
2363078321976030491,278,1,103.94,Cliente Perdido
1849906954215296139,184,1,103.93,Cliente Perdido
7633475394444208361,5,1,103.78,Cliente Activo
5130874190869518139,89,1,103.77,Cliente en Riesgo
8501985399565493808,165,1,103.77,Cliente Perdido
0127755228974756313,95,1,103.77,Cliente en Riesgo
8977039158734679466,21,1,103.76,Cliente Activo
4518628046013042037,277,1,103.74,Cliente Perdido
7658004825963957145,230,1,103.71,Cliente Perdido
5826166060122171191,64,1,103.7,Cliente en Riesgo
6192730343832686295,85,4,103.66000000000001,Cliente en Riesgo
8388229339863885796,350,1,103.63,Cliente Perdido
6332990203478940744,27,1,103.58,Cliente Activo
6390628371128313999,5,1,103.54,Cliente Activo
3982018617759941881,260,1,103.53,Cliente Perdido
2278010146232311473,54,1,103.44,Cliente Activo
9901114469536551008,101,1,103.39,Cliente en Riesgo
1509207029214764906,74,1,103.35,Cliente en Riesgo
8836653961966700632,22,1,103.35,Cliente Activo
5313430409302737602,43,1,103.33,Cliente Activo
3741532949101793339,339,1,103.31,Cliente Perdido
5341224124331711899,44,1,103.23,Cliente Activo
6766597568771975772,62,2,103.14,Cliente en Riesgo
9838019020016513772,325,1,103.05,Cliente Perdido
2694014479461830065,56,1,102.99,Cliente Activo
4528653182961606768,232,1,102.99,Cliente Perdido
574546672447624856,175,1,102.99,Cliente Perdido
4736351096057315786,139,1,102.99,Cliente Perdido
1524133766699540447,95,1,102.99,Cliente en Riesgo
2778873072021640403,110,1,102.97,Cliente en Riesgo
3104253382416349385,309,2,102.97,Cliente Perdido
4105754576329014219,27,1,102.96,Cliente Activo
1246338221591989045,68,1,102.95,Cliente en Riesgo
8039691484832064792,84,2,102.95,Cliente en Riesgo
0389136722695149263,260,1,102.94,Cliente Perdido
4246596103361426339,229,2,102.92999999999999,Cliente Perdido
7510366323696167693,354,1,102.91,Cliente Perdido
2155057576349556071,351,1,102.88,Cliente Perdido
0039541267107154262,137,2,102.84,Cliente Perdido
7341792877185657270,325,1,102.77,Cliente Perdido
8777961928768827238,89,1,102.77,Cliente en Riesgo
1226763862355388070,217,1,102.75,Cliente Perdido
2497486617423212304,287,1,102.73,Cliente Perdido
4085972867127024343,231,4,102.56,Cliente Perdido
9977123823906435841,290,2,102.56,Cliente Perdido
0813572144884353388,149,1,102.54,Cliente Perdido
2099827776599547321,349,1,102.48,Cliente Perdido
9884258024135679219,341,1,102.46,Cliente Perdido
0211475535612871703,159,2,102.42,Cliente Perdido
9904739620314056122,267,1,102.36,Cliente Perdido
4495098615981928560,50,1,102.34,Cliente Activo
9850138238904592883,329,1,102.31,Cliente Perdido
267020882885435601,77,1,102.3,Cliente en Riesgo
9998597322098588317,365,1,102.2,Cliente Perdido
5774394819258037002,297,1,101.99,Cliente Perdido
6861503307168230520,263,1,101.99,Cliente Perdido
2581268341916303872,68,1,101.99,Cliente en Riesgo
5907509432464286775,293,1,101.97,Cliente Perdido
4633246963360830872,151,1,101.95,Cliente Perdido
3701255466939392710,92,1,101.94,Cliente en Riesgo
5286653810282194817,15,1,101.94,Cliente Activo
6895246311530693138,232,1,101.93,Cliente Perdido
4164473973717598175,229,1,101.92,Cliente Perdido
268469528689115459,344,1,101.89,Cliente Perdido
7314335149820317906,109,1,101.78,Cliente en Riesgo
1058991778060723026,92,1,101.77,Cliente en Riesgo
2828987368496366028,355,1,101.55,Cliente Perdido
7693430904622520313,336,1,101.51,Cliente Perdido
8768174564332889527,231,1,101.5,Cliente Perdido
9236367624878317044,321,1,101.49,Cliente Perdido
5199370466032130686,4,1,101.48,Cliente Activo
9388969702302248585,169,1,101.38,Cliente Perdido
2299949662109267691,43,1,101.37,Cliente Activo
8740219759835313049,46,1,101.24,Cliente Activo
2487472362348320358,328,1,101.0,Cliente Perdido
8767345170065465322,161,1,100.99,Cliente Perdido
5074309045799746366,174,1,100.99,Cliente Perdido
5590346028970118637,12,1,100.99,Cliente Activo
1335574436340895717,229,1,100.99,Cliente Perdido
7757589561918883331,2,1,100.99,Cliente Activo
1429990945500722210,173,1,100.99,Cliente Perdido
895520819465154077,126,1,100.97,Cliente Perdido
2572622395987147933,280,1,100.96,Cliente Perdido
7687734256049052066,271,1,100.95,Cliente Perdido
437168720279817148,306,1,100.94,Cliente Perdido
2512335805046114445,181,1,100.88,Cliente Perdido
303295591639486135,350,1,100.81,Cliente Perdido
5983670989967326017,334,1,100.78,Cliente Perdido
406001208091891832,187,1,100.77,Cliente Perdido
8532593488057645523,91,1,100.76,Cliente en Riesgo
4373534575888961818,239,1,100.7,Cliente Perdido
5409062916318934931,318,3,100.7,Cliente Perdido
7278514590734130730,165,1,100.67,Cliente Perdido
9813933631966543232,334,1,100.63,Cliente Perdido
872868652972070012,50,1,100.62,Cliente Activo
2180515369167502520,34,3,100.57000000000001,Cliente Activo
0554657701286789547,96,2,100.51,Cliente en Riesgo
4430495660349859608,344,1,100.45,Cliente Perdido
1772086270996280264,110,1,100.4,Cliente en Riesgo
2936634930290678437,136,3,100.35,Cliente Perdido
7466083443246048335,284,1,100.17,Cliente Perdido
4951643151731925261,231,1,100.14,Cliente Perdido
1426332006192749425,231,1,100.13,Cliente Perdido
3347706947631375795,209,1,100.08,Cliente Perdido
0820978656614964451,81,1,100.01,Cliente en Riesgo
7285581814755922222,8,1,100.0,Cliente Activo
9088228363013905444,235,1,99.99,Cliente Perdido
9005201499963725625,246,1,99.97,Cliente Perdido
0063706256894298571,219,1,99.97,Cliente Perdido
0139256351437404200,71,1,99.97,Cliente en Riesgo
5003448310208712255,227,1,99.94,Cliente Perdido
6388824250276633832,124,2,99.94,Cliente Perdido
9654758935896158776,14,1,99.8,Cliente Activo
2006057472534260392,300,1,99.77,Cliente Perdido
7884773385633780909,342,1,99.69,Cliente Perdido
8430240768850820716,356,2,99.68,Cliente Perdido
5478724114712597508,345,2,99.64,Cliente Perdido
1754913906837979962,228,1,99.6,Cliente Perdido
9320164337521602239,58,1,99.57,Cliente Activo
7880178108492772399,11,1,99.55,Cliente Activo
9422085418164335542,12,1,99.45,Cliente Activo
6704364789762409859,18,1,99.41,Cliente Activo
0593564601992081966,83,1,99.34,Cliente en Riesgo
2986064566980892993,329,1,99.24,Cliente Perdido
60707564057653567,349,1,99.21,Cliente Perdido
9382046690457797406,351,1,99.21,Cliente Perdido
0020342483972052451,238,1,99.15,Cliente Perdido
5676016082432448460,341,1,99.13,Cliente Perdido
8133234491242505022,20,2,99.11,Cliente Leal
0973104829844612521,335,1,99.1,Cliente Perdido
367831398209472460,359,1,99.04,Cliente Perdido
1140574847502258865,8,1,98.98,Cliente Activo
277995947055991027,208,1,98.98,Cliente Perdido
5711731489189820466,36,1,98.97,Cliente Activo
3654857757910532216,39,1,98.97,Cliente Activo
5811515226534313470,199,1,98.97,Cliente Perdido
8106371628500226206,232,1,98.97,Cliente Perdido
1123528056036404,232,1,98.96,Cliente Perdido
4175712148435281354,137,1,98.96,Cliente Perdido
7057439304075107628,33,1,98.95,Cliente Activo
820978244925580785,126,1,98.94,Cliente Perdido
4702129911000860052,123,1,98.94,Cliente Perdido
7697210138804043868,45,2,98.93,Cliente Activo
6592789576297039396,228,1,98.93,Cliente Perdido
9462748099855919289,42,1,98.93,Cliente Activo
1036507769669388704,40,1,98.87,Cliente Activo
6328989540373870447,343,1,98.86,Cliente Perdido
4913278259301843820,351,1,98.81,Cliente Perdido
3484534271391030660,301,1,98.8,Cliente Perdido
0910294048272999367,354,1,98.77,Cliente Perdido
1912325776785517959,239,2,98.76,Cliente Perdido
1494235640064680515,337,2,98.68,Cliente Perdido
9494133895731511288,232,1,98.58,Cliente Perdido
6214016505412778340,195,2,98.58,Cliente Perdido
8276434531874543884,139,1,98.57,Cliente Perdido
5450212768993016861,207,1,98.57,Cliente Perdido
2393197369360097718,355,1,98.49,Cliente Perdido
9356220375344128149,38,1,98.46,Cliente Activo
0366995018749053135,40,1,98.41,Cliente Activo
5402571042001627330,20,2,98.36,Cliente Leal
8085361834408938573,311,1,98.36,Cliente Perdido
4241769030360346425,14,1,98.35,Cliente Activo
5735801117087440751,89,1,98.35,Cliente en Riesgo
3641621588258104680,259,1,98.33,Cliente Perdido
8467482024221985291,124,1,98.31,Cliente Perdido
1094337368520422037,130,1,98.28,Cliente Perdido
6143315280063551161,351,1,98.2,Cliente Perdido
2856851067532814805,124,1,98.18,Cliente Perdido
1776097454835233933,224,1,97.99,Cliente Perdido
8169305932397665890,221,1,97.99,Cliente Perdido
3349184055011438156,293,1,97.99,Cliente Perdido
5158802402159118276,47,2,97.98,Cliente Activo
7774093101397937116,250,1,97.95,Cliente Perdido
0426743790293007914,102,1,97.78,Cliente en Riesgo
4765001446497893727,137,1,97.7,Cliente Perdido
937994839279902527,165,2,97.59,Cliente Perdido
1160204963389257110,12,3,97.59,Cliente Leal
8991883753998763488,226,1,97.58,Cliente Perdido
5719637398048239955,176,1,97.58,Cliente Perdido
4260129132154097031,67,1,97.58,Cliente en Riesgo
4986158717302530099,145,1,97.58,Cliente Perdido
1799811796285351595,232,1,97.58,Cliente Perdido
60709694942461401,262,1,97.55,Cliente Perdido
8369998346550362748,349,1,97.49,Cliente Perdido
2718811501718036973,49,1,97.37,Cliente Activo
2633688470819438128,48,1,97.37,Cliente Activo
0180933733703571150,247,1,97.36,Cliente Perdido
8122533509308793130,307,1,97.36,Cliente Perdido
0002871498069867123,343,1,97.35,Cliente Perdido
9809961963298200028,103,1,97.26,Cliente en Riesgo
5563434694269548184,295,1,97.21,Cliente Perdido
1426215359136239319,104,1,97.18,Cliente en Riesgo
9671728324632392297,230,2,97.12,Cliente Perdido
9808813686211268341,343,1,97.06,Cliente Perdido
6754217124682616244,139,1,97.06,Cliente Perdido
1875834855839567395,213,1,97.03,Cliente Perdido
96843987855909025,13,1,97.02,Cliente Activo
7248845288199471059,21,1,97.0,Cliente Activo
5671688466209278718,27,1,96.99,Cliente Activo
2559541037359538765,272,1,96.99,Cliente Perdido
3235007945976260672,240,1,96.99,Cliente Perdido
6283772271551550075,215,1,96.99,Cliente Perdido
2236066284946239355,202,1,96.99,Cliente Perdido
3999167848283307153,278,1,96.99,Cliente Perdido
4443844275167853665,247,1,96.98,Cliente Perdido
4490616705875483786,154,2,96.98,Cliente Perdido
4540509568993725359,4,1,96.98,Cliente Activo
646691864025431846,347,1,96.96,Cliente Perdido
6957245643416321514,140,1,96.95,Cliente Perdido
6757769563866849051,105,1,96.95,Cliente en Riesgo
7412836405745272778,89,1,96.95,Cliente en Riesgo
3536212517159320992,245,1,96.94,Cliente Perdido
155361204971183101,63,1,96.92,Cliente en Riesgo
6464675579051292067,286,1,96.9,Cliente Perdido
1494014144412248651,350,2,96.84,Cliente Perdido
4064008221273566105,39,2,96.75,Cliente Activo
745585037435026151,36,1,96.7,Cliente Activo
5519604416801831347,326,1,96.59,Cliente Perdido
3883919079717671978,190,1,96.58,Cliente Perdido
6793059858875608655,167,1,96.58,Cliente Perdido
5003419571069818890,82,2,96.58,Cliente en Riesgo
2186586081512608668,98,1,96.5,Cliente en Riesgo
1206924775112167365,61,1,96.47,Cliente en Riesgo
5241647858965846935,261,3,96.44,Cliente Perdido
0371602582972882095,104,1,96.42,Cliente en Riesgo
8010924216301401271,204,1,96.38,Cliente Perdido
2058369199877139726,289,1,96.37,Cliente Perdido
19814677684676098,204,2,96.37,Cliente Perdido
0267986414856681204,240,2,96.35,Cliente Perdido
8894690679146407366,329,1,96.32,Cliente Perdido
3845150128833861321,351,1,96.28,Cliente Perdido
8966349442774967540,21,1,96.23,Cliente Activo
3520716110085025698,113,1,96.09,Cliente en Riesgo
698203322681818933,302,1,96.03,Cliente Perdido
8793209921547478119,215,1,95.99,Cliente Perdido
885253500146739791,305,1,95.99,Cliente Perdido
191473448043211052,89,1,95.97,Cliente en Riesgo
8761209909981705857,316,2,95.96,Cliente Perdido
342565333518409484,207,1,95.95,Cliente Perdido
3133737594655532095,144,1,95.94,Cliente Perdido
6557047754873330077,357,1,95.85,Cliente Perdido
330070454475724462,10,1,95.74,Cliente Activo
3004593292265626624,5,1,95.7,Cliente Activo
9278147896530416985,5,1,95.69,Cliente Activo
9620467764501266748,117,1,95.66,Cliente en Riesgo
565287882698874437,65,1,95.62,Cliente en Riesgo
8269418639715927246,219,1,95.58,Cliente Perdido
2645557375569096181,26,1,95.52,Cliente Activo
8221116605801885969,226,1,95.47,Cliente Perdido
485966265900702326,269,1,95.47,Cliente Perdido
6330082810003106267,155,2,95.39,Cliente Perdido
1395211458092919776,83,3,95.389999999999986,Cliente en Riesgo
7647399051164881931,200,1,95.38,Cliente Perdido
9692965964258784311,52,1,95.15,Cliente Activo
3325370036069152242,307,3,95.15,Cliente Perdido
6543165313492728193,341,1,95.1,Cliente Perdido
8660468043927620162,225,1,95.09,Cliente Perdido
7920081257177282153,351,1,95.09,Cliente Perdido
9554559055315205819,84,1,95.08,Cliente en Riesgo
572741150050251305,354,1,95.05,Cliente Perdido
4123860234327657457,209,1,94.99,Cliente Perdido
4307411610497308919,183,1,94.99,Cliente Perdido
1940236239352027930,193,1,94.98,Cliente Perdido
3635116668819664542,285,1,94.98,Cliente Perdido
6158998502530077576,103,1,94.97,Cliente en Riesgo
5216295436197840308,225,2,94.96,Cliente Perdido
9505484401754648749,25,2,94.9,Cliente Leal
7716135827542308176,358,1,94.8,Cliente Perdido
8221394973703658443,326,1,94.76,Cliente Perdido
5155349483223850645,84,1,94.59,Cliente en Riesgo
4182504636922812318,49,2,94.58,Cliente Activo
3645483034264563148,300,1,94.58,Cliente Perdido
026401348536755877,305,1,94.56,Cliente Perdido
2371112886977263623,354,1,94.49,Cliente Perdido
6817073554026572260,19,1,94.44,Cliente Activo
9321992357308939253,137,1,94.38,Cliente Perdido
4905791994421501030,59,1,94.26,Cliente Activo
5969191050952048751,184,1,94.2,Cliente Perdido
691720966691550944,90,1,94.18,Cliente en Riesgo
611184075850086902,250,1,94.16,Cliente Perdido
5433393935590550771,347,1,94.02,Cliente Perdido
0084741906853491251,229,1,93.99,Cliente Perdido
2861315377512617150,105,1,93.98,Cliente en Riesgo
2109053541085110320,245,1,93.98,Cliente Perdido
2535148739500640560,258,1,93.97,Cliente Perdido
5697742693830141679,286,1,93.97,Cliente Perdido
5612437440954478769,97,1,93.97,Cliente en Riesgo
6328683659978393200,228,1,93.97,Cliente Perdido
3965074137351500361,292,1,93.96,Cliente Perdido
5789730670483285107,153,1,93.95,Cliente Perdido
4981679382824177253,2,1,93.89,Cliente Activo
5712068909667694564,238,1,93.88,Cliente Perdido
085830972238265715,111,1,93.87,Cliente en Riesgo
247613008812895646,326,1,93.76,Cliente Perdido
3308569141773281409,344,1,93.76,Cliente Perdido
4548523148385419281,237,1,93.74,Cliente Perdido
7657968382629784039,242,1,93.74,Cliente Perdido
3494892884724881756,300,1,93.66,Cliente Perdido
5264845021855252769,148,2,93.66,Cliente Perdido
2616271879571385041,4,1,93.58,Cliente Activo
744363211817595686,305,1,93.58,Cliente Perdido
2887608315113818426,342,1,93.49,Cliente Perdido
0509428697410335222,325,1,93.49,Cliente Perdido
1959133989198624732,92,2,93.330000000000013,Cliente en Riesgo
1336773302249657175,232,1,93.14,Cliente Perdido
3023150673904002586,71,1,93.1,Cliente en Riesgo
1761613768305103159,267,1,92.99,Cliente Perdido
6746192651658038483,305,1,92.99,Cliente Perdido
0417281456122837207,90,1,92.99,Cliente en Riesgo
4186017304980916856,233,1,92.98,Cliente Perdido
2627365926426456189,166,1,92.98,Cliente Perdido
4244483702227982488,223,1,92.98,Cliente Perdido
1079388627585956636,253,1,92.97,Cliente Perdido
1477324888224570770,319,1,92.97,Cliente Perdido
8917539256990829389,358,1,92.96,Cliente Perdido
1447936115749284814,146,1,92.96,Cliente Perdido
1142710637622471759,226,1,92.96,Cliente Perdido
633090494027651510,48,2,92.949999999999989,Cliente Activo
2880019277233079024,125,1,92.93,Cliente Perdido
20712449954637118,232,1,92.92,Cliente Perdido
434565836567581245,284,1,92.92,Cliente Perdido
3741689406060673010,333,1,92.85,Cliente Perdido
3840247020317877106,59,1,92.69,Cliente Activo
5703962423814396269,62,2,92.61,Cliente en Riesgo
6803256328892941875,12,2,92.56,Cliente Leal
0036515130282846944,344,1,92.5,Cliente Perdido
1970566993843297718,91,1,92.41,Cliente en Riesgo
28714765282885780,179,1,92.31,Cliente Perdido
0844451650874526343,149,1,92.29,Cliente Perdido
9369594665112316825,120,1,92.2,Cliente en Riesgo
5542047417982345824,336,1,92.19,Cliente Perdido
3525762171058783974,263,1,92.14,Cliente Perdido
1152996160105324502,358,1,92.0,Cliente Perdido
1037900960653835938,288,1,91.99,Cliente Perdido
7974773514952361623,258,1,91.99,Cliente Perdido
0881924298992191221,229,1,91.99,Cliente Perdido
0043984908262145271,299,1,91.99,Cliente Perdido
439585555102338304,268,1,91.98,Cliente Perdido
1863623332795455287,149,1,91.97,Cliente Perdido
1473787731334256605,243,1,91.97,Cliente Perdido
1229962015086120441,233,1,91.97,Cliente Perdido
0254089780577334336,111,1,91.96,Cliente en Riesgo
4223742424126889400,145,1,91.95,Cliente Perdido
7118884909011666803,266,1,91.95,Cliente Perdido
9218024446277360910,299,1,91.95,Cliente Perdido
0598195240627817837,289,1,91.95,Cliente Perdido
3695951262891299439,246,1,91.92,Cliente Perdido
3936975077018772540,274,1,91.85,Cliente Perdido
4930078129398561333,223,1,91.8,Cliente Perdido
0059545191328861629,237,1,91.77,Cliente Perdido
5379025171012040932,315,1,91.67,Cliente Perdido
3888042706246168759,48,1,91.62,Cliente Activo
070622933908011467,116,1,91.58,Cliente en Riesgo
4269941844937478608,323,1,91.58,Cliente Perdido
1511822374866725842,291,1,91.58,Cliente Perdido
1258025464074687360,54,1,91.57,Cliente Activo
877309838741280237,231,1,91.54,Cliente Perdido
7642599988772992308,102,2,91.539999999999992,Cliente en Riesgo
3468133474156348644,76,1,91.53,Cliente en Riesgo
9359260991266226539,74,2,91.51,Cliente en Riesgo
7787440954328108933,83,1,91.48,Cliente en Riesgo
4066745075489690318,66,1,91.45,Cliente en Riesgo
5533303761041103134,350,1,91.43,Cliente Perdido
0244256673220806549,228,1,91.37,Cliente Perdido
5564610750564086192,106,1,91.34,Cliente en Riesgo
7093542318581071543,141,1,91.33,Cliente Perdido
7992104623025928298,229,1,91.33,Cliente Perdido
4100254762425335988,144,2,91.27000000000001,Cliente Perdido
4415138848494007759,33,1,91.16,Cliente Activo
5229687439187870307,312,1,91.13,Cliente Perdido
3560070001469930919,253,1,91.1,Cliente Perdido
8139395515641968950,283,1,91.03,Cliente Perdido
0412089515434398683,97,1,90.99,Cliente en Riesgo
3280132197483942848,224,1,90.97,Cliente Perdido
2289346231388937684,165,1,90.97,Cliente Perdido
6616312769485144560,291,1,90.97,Cliente Perdido
9641579430088545210,309,1,90.95,Cliente Perdido
4117715707586638029,309,1,90.94,Cliente Perdido
2320391139447280387,80,1,90.93,Cliente en Riesgo
9040029218099206694,364,1,90.9,Cliente Perdido
9575515287846808484,35,1,90.78,Cliente Activo
8528170749260731046,230,1,90.77,Cliente Perdido
3190679366721791608,166,2,90.71,Cliente Perdido
9280768891345910775,97,2,90.64,Cliente en Riesgo
4332637852472133654,46,1,90.58,Cliente Activo
391659178324668475,195,1,90.58,Cliente Perdido
0430094899859964214,169,1,90.58,Cliente Perdido
8683107895227989538,36,1,90.56,Cliente Activo
6045930241388777741,333,1,90.5,Cliente Perdido
0828804481099377799,323,1,90.49,Cliente Perdido
1750514406451146951,355,1,90.46,Cliente Perdido
9677631416486425032,350,1,90.44,Cliente Perdido
647053720847399351,306,1,90.42,Cliente Perdido
1459983608838100423,218,1,90.38,Cliente Perdido
1971879185768782326,123,1,90.37,Cliente Perdido
3724344539154169107,116,1,90.36,Cliente en Riesgo
5257301734697264503,236,1,90.34,Cliente Perdido
0014262055593378383,17,3,90.3,Cliente Leal
9596545122550322974,92,1,90.26,Cliente en Riesgo
5274155792937866169,149,1,90.14,Cliente Perdido
