fecha,country,revenue_usd,total_transactions,sesiones
2016-11-12,Chile,,,4
2016-11-12,China,,,9
2016-11-12,Colombia,,,16
2016-11-12,Cyprus,,,2
2016-11-12,Czechia,,,9
2016-11-12,Denmark,,,7
2016-11-12,Dominican Republic,,,4
2016-11-12,Ecuador,,,3
2016-11-12,Egypt,,,9
2016-11-12,Estonia,,,2
2016-11-12,Finland,,,1
2016-11-12,France,,,61
2016-11-12,Georgia,,,6
2016-11-12,Germany,,,31
2016-11-12,Ghana,,,2
2016-11-12,Greece,,,9
2016-11-12,Hong Kong,,,16
2016-11-12,Hungary,,,7
2016-11-12,India,,,178
2016-11-12,Indonesia,,,37
2016-11-12,Iraq,,,5
2016-11-12,Ireland,,,20
2016-11-12,Israel,,,16
2016-11-12,Italy,,,31
2016-11-12,Japan,,,61
2016-11-12,Jordan,,,6
2016-11-12,Kazakhstan,,,9
2016-11-12,Kenya,,,1
2016-11-12,Kosovo,,,3
2016-11-12,Kuwait,,,1
2016-11-12,Latvia,,,1
2016-11-12,Lebanon,,,1
2016-11-12,Libya,,,1
2016-11-12,Lithuania,,,3
2016-11-12,Luxembourg,,,2
2016-11-12,Macedonia (FYROM),,,5
2016-11-12,Malaysia,,,21
2016-11-12,Malta,,,1
2016-11-12,Mexico,,,60
2016-11-12,Moldova,,,3
2016-11-12,Montenegro,,,1
2016-11-12,Morocco,,,8
2016-11-12,Nepal,,,1
2016-11-12,Netherlands,,,37
2016-11-12,New Caledonia,,,1
2016-11-12,New Zealand,,,6
2016-11-12,Nigeria,,,7
2016-11-12,Norway,,,3
2016-11-12,Pakistan,,,11
2016-11-12,Panama,,,1
2016-11-12,Peru,,,22
2016-11-12,Philippines,,,49
2016-11-12,Poland,,,98
2016-11-12,Portugal,,,11
2016-11-12,Puerto Rico,,,1
2016-11-12,Qatar,,,2
2016-11-12,Romania,,,119
2016-11-12,Russia,,,61
2016-11-12,Saudi Arabia,,,11
2016-11-12,Senegal,,,1
2016-11-12,Serbia,,,12
2016-11-12,Singapore,,,13
2016-11-12,Slovakia,,,3
2016-11-12,Slovenia,,,3
2016-11-12,South Africa,,,5
2016-11-12,South Korea,,,22
2016-11-12,Spain,,,24
2016-11-12,Sri Lanka,,,4
2016-11-12,Sweden,,,10
2016-11-12,Switzerland,,,7
2016-11-12,Taiwan,,,26
2016-11-12,Tanzania,,,3
2016-11-12,Thailand,,,245
2016-11-12,Trinidad & Tobago,,,2
2016-11-12,Tunisia,,,5
2016-11-12,Turkey,,,139
2016-11-12,Ukraine,,,28
2016-11-12,United Arab Emirates,,,18
2016-11-12,United Kingdom,,,76
2016-11-12,United States,1144.92,14,590
2016-11-12,Venezuela,,,4
2016-11-12,Vietnam,,,407
2016-11-12,Yemen,,,2
2016-11-13,(not set),,,1
2016-11-13,Albania,,,3
2016-11-13,Algeria,,,11
2016-11-13,Argentina,,,19
2016-11-13,Armenia,,,4
2016-11-13,Australia,,,33
2016-11-13,Austria,,,4
2016-11-13,Azerbaijan,,,3
2016-11-13,Bahrain,,,1
2016-11-13,Bangladesh,,,5
2016-11-13,Belarus,,,6
2016-11-13,Belgium,,,12
2016-11-13,Bolivia,,,2
2016-11-13,Bosnia & Herzegovina,,,4
2016-11-13,Brazil,,,102
2016-11-13,Bulgaria,,,16
2016-11-13,Cambodia,,,3
2016-11-13,Canada,,,47
2016-11-13,Chile,,,2
2016-11-13,China,,,6
2016-11-13,Colombia,,,9
2016-11-13,Costa Rica,,,2
2016-11-13,Croatia,,,1
2016-11-13,Cyprus,,,2
2016-11-13,Czechia,,,7
2016-11-13,Côte d’Ivoire,,,1
2016-11-13,Denmark,,,10
2016-11-13,Dominican Republic,,,1
2016-11-13,Ecuador,,,7
2016-11-13,Egypt,,,10
2016-11-13,Estonia,,,5
2016-11-13,Finland,,,1
2016-11-13,France,,,88
2016-11-13,French Guiana,,,1
2016-11-13,Georgia,,,8
2016-11-13,Germany,,,51
2016-11-13,Greece,,,10
2016-11-13,Grenada,,,1
2016-11-13,Guam,,,1
2016-11-13,Guatemala,,,1
2016-11-13,Hong Kong,,,15
2016-11-13,Hungary,,,7
2016-11-13,Iceland,,,1
2016-11-13,India,,,168
2016-11-13,Indonesia,,,60
2016-11-13,Iraq,,,3
2016-11-13,Ireland,,,15
2016-11-13,Israel,,,38
2016-11-13,Italy,,,32
2016-11-13,Japan,,,53
2016-11-13,Jersey,,,1
2016-11-13,Jordan,,,4
2016-11-13,Kazakhstan,,,9
2016-11-13,Kenya,,,3
2016-11-13,Kosovo,,,3
2016-11-13,Kuwait,,,4
2016-11-13,Kyrgyzstan,,,4
2016-11-13,Laos,,,2
2016-11-13,Latvia,,,3
2016-11-13,Lebanon,,,2
2016-11-13,Lithuania,,,5
2016-11-13,Luxembourg,,,1
2016-11-13,Macedonia (FYROM),,,4
2016-11-13,Malaysia,,,32
2016-11-13,Maldives,,,1
2016-11-13,Malta,,,1
2016-11-13,Mexico,,,50
2016-11-13,Moldova,,,1
2016-11-13,Mongolia,,,5
2016-11-13,Morocco,,,9
2016-11-13,Mozambique,,,1
2016-11-13,Netherlands,,,70
2016-11-13,New Zealand,,,8
2016-11-13,Nigeria,,,4
2016-11-13,Norway,,,6
2016-11-13,Oman,,,1
2016-11-13,Pakistan,,,22
2016-11-13,Palestine,,,1
2016-11-13,Peru,,,18
2016-11-13,Philippines,,,56
2016-11-13,Poland,,,74
2016-11-13,Portugal,,,8
2016-11-13,Puerto Rico,,,4
2016-11-13,Qatar,,,1
2016-11-13,Romania,,,66
2016-11-13,Russia,,,48
2016-11-13,Réunion,,,4
2016-11-13,Saudi Arabia,,,8
2016-11-13,Serbia,,,16
2016-11-13,Singapore,,,36
2016-11-13,Slovakia,,,5
2016-11-13,Slovenia,,,5
2016-11-13,South Africa,,,7
2016-11-13,South Korea,,,22
2016-11-13,Spain,,,27
2016-11-13,Sri Lanka,,,3
2016-11-13,Sweden,,,7
2016-11-13,Switzerland,,,11
2016-11-13,Taiwan,,,48
2016-11-13,Tanzania,,,1
2016-11-13,Thailand,,,247
2016-11-13,Tunisia,,,10
2016-11-13,Turkey,,,124
2016-11-13,Ukraine,,,25
2016-11-13,United Arab Emirates,,,21
2016-11-13,United Kingdom,,,76
2016-11-13,United States,1345.4,17,610
2016-11-13,Uruguay,,,1
2016-11-13,Uzbekistan,,,1
2016-11-13,Venezuela,,,6
2016-11-13,Vietnam,,,398
2016-11-14,(not set),,,6
2016-11-14,Albania,,,3
2016-11-14,Algeria,,,14
2016-11-14,Argentina,,,28
2016-11-14,Armenia,,,1
2016-11-14,Australia,,,39
2016-11-14,Austria,,,15
2016-11-14,Azerbaijan,,,5
2016-11-14,Bahrain,,,4
2016-11-14,Bangladesh,,,4
2016-11-14,Barbados,,,1
2016-11-14,Belarus,,,10
2016-11-14,Belgium,,,121
2016-11-14,Bolivia,,,1
2016-11-14,Bosnia & Herzegovina,,,3
2016-11-14,Brazil,,,174
2016-11-14,Bulgaria,,,6
2016-11-14,Burkina Faso,,,1
2016-11-14,Cambodia,,,2
2016-11-14,Canada,,,73
2016-11-14,Chile,,,7
2016-11-14,China,,,14
2016-11-14,Colombia,,,16
2016-11-14,Congo - Kinshasa,,,1
2016-11-14,Costa Rica,,,2
2016-11-14,Croatia,,,4
2016-11-14,Cyprus,76.44,1,4
2016-11-14,Czechia,,,8
2016-11-14,Denmark,,,8
2016-11-14,Dominican Republic,,,4
2016-11-14,Ecuador,,,7
2016-11-14,Egypt,,,3
2016-11-14,Estonia,,,2
2016-11-14,Fiji,,,1
2016-11-14,France,,,77
2016-11-14,Georgia,,,5
2016-11-14,Germany,,,56
2016-11-14,Ghana,,,1
2016-11-14,Greece,,,11
2016-11-14,Guatemala,,,4
2016-11-14,Haiti,,,2
2016-11-14,Honduras,,,1
2016-11-14,Hong Kong,,,16
2016-11-14,Hungary,,,7
2016-11-14,India,,,241
2016-11-14,Indonesia,102.94,1,96
2016-11-14,Iraq,,,2
2016-11-14,Ireland,,,27
2016-11-14,Israel,,,43
2016-11-14,Italy,,,44
2016-11-14,Japan,,,70
2016-11-14,Jordan,,,6
2016-11-14,Kazakhstan,,,10
2016-11-14,Kenya,,,6
2016-11-14,Kosovo,,,3
2016-11-14,Kuwait,,,6
2016-11-14,Latvia,,,3
2016-11-14,Lebanon,,,2
2016-11-14,Lithuania,,,2
2016-11-14,Luxembourg,,,1
2016-11-14,Macedonia (FYROM),,,6
2016-11-14,Malaysia,,,40
2016-11-14,Maldives,,,1
2016-11-14,Malta,,,1
2016-11-14,Mexico,,,89
2016-11-14,Moldova,,,1
2016-11-14,Monaco,,,3
2016-11-14,Mongolia,,,2
2016-11-14,Montenegro,,,1
2016-11-14,Morocco,,,16
2016-11-14,Netherlands,,,182
2016-11-14,New Zealand,,,15
2016-11-14,Nigeria,,,8
2016-11-14,Norway,,,10
2016-11-14,Oman,,,7
2016-11-14,Pakistan,,,18
2016-11-14,Palestine,,,1
2016-11-14,Panama,,,1
2016-11-14,Peru,,,75
2016-11-14,Philippines,,,59
2016-11-14,Poland,,,48
2016-11-14,Portugal,,,1
2016-11-14,Puerto Rico,,,1
2016-11-14,Qatar,,,6
2016-11-14,Romania,,,73
2016-11-14,Russia,,,49
2016-11-14,Rwanda,,,1
2016-11-14,Saudi Arabia,,,13
2016-11-14,Senegal,,,1
2016-11-14,Serbia,,,9
2016-11-14,Singapore,146.95,1,17
2016-11-14,Slovakia,,,2
2016-11-14,Somalia,,,1
2016-11-14,South Africa,,,6
2016-11-14,South Korea,,,18
2016-11-14,Spain,,,35
2016-11-14,Sri Lanka,,,8
2016-11-14,Sweden,,,16
2016-11-14,Switzerland,,,11
2016-11-14,Taiwan,,,26
2016-11-14,Tanzania,,,2
2016-11-14,Thailand,,,319
2016-11-14,Tunisia,,,9
2016-11-14,Turkey,,,178
2016-11-14,Ukraine,,,38
2016-11-14,United Arab Emirates,,,21
2016-11-14,United Kingdom,,,109
2016-11-14,United States,3876.17,36,1098
2016-11-14,Uruguay,,,1
2016-11-14,Uzbekistan,,,1
2016-11-14,Venezuela,,,5
2016-11-14,Vietnam,,,471
2016-11-14,Yemen,,,2
2016-11-15,(not set),,,6
2016-11-15,Afghanistan,,,1
2016-11-15,Albania,,,4
2016-11-15,Algeria,,,18
2016-11-15,Argentina,,,26
2016-11-15,Armenia,34.48,1,8
2016-11-15,Australia,,,38
2016-11-15,Austria,,,8
2016-11-15,Azerbaijan,,,3
2016-11-15,Bahrain,,,3
2016-11-15,Bangladesh,,,9
2016-11-15,Barbados,,,2
2016-11-15,Belarus,,,11
2016-11-15,Belgium,,,16
2016-11-15,Bolivia,,,2
2016-11-15,Bosnia & Herzegovina,,,5
2016-11-15,Brazil,,,154
2016-11-15,Bulgaria,,,11
2016-11-15,Canada,729.2,1,73
2016-11-15,Chile,,,12
2016-11-15,China,,,19
2016-11-15,Colombia,,,17
2016-11-15,Congo - Kinshasa,,,1
2016-11-15,Costa Rica,,,1
2016-11-15,Croatia,,,6
2016-11-15,Cyprus,,,2
2016-11-15,Czechia,,,12
2016-11-15,Côte d’Ivoire,,,2
2016-11-15,Denmark,,,7
2016-11-15,Dominican Republic,,,4
2016-11-15,Ecuador,,,12
2016-11-15,Egypt,,,8
2016-11-15,El Salvador,,,3
2016-11-15,Finland,,,1
2016-11-15,France,,,32
2016-11-15,Gambia,,,1
2016-11-15,Georgia,,,12
2016-11-15,Germany,,,41
2016-11-15,Ghana,,,5
2016-11-15,Greece,,,19
2016-11-15,Guatemala,,,3
2016-11-15,Honduras,,,1
2016-11-15,Hong Kong,,,17
2016-11-15,Hungary,,,8
2016-11-15,India,,,241
2016-11-15,Indonesia,,,87
2016-11-15,Iraq,,,3
2016-11-15,Ireland,,,33
2016-11-15,Israel,,,34
2016-11-15,Italy,,,33
2016-11-15,Japan,,,68
2016-11-15,Jordan,,,5
2016-11-15,Kazakhstan,,,9
2016-11-15,Kenya,,,3
2016-11-15,Kosovo,,,1
2016-11-15,Kuwait,,,2
2016-11-15,Kyrgyzstan,,,2
2016-11-15,Latvia,,,1
2016-11-15,Lebanon,,,6
2016-11-15,Lithuania,,,2
2016-11-15,Macedonia (FYROM),,,5
2016-11-15,Malaysia,,,94
2016-11-15,Malta,,,1
2016-11-15,Mexico,,,91
2016-11-15,Mongolia,,,2
2016-11-15,Morocco,,,9
2016-11-15,Namibia,,,2
2016-11-15,Nepal,,,4
2016-11-15,Netherlands,,,125
2016-11-15,New Zealand,,,7
2016-11-15,Nicaragua,,,1
2016-11-15,Nigeria,,,15
2016-11-15,Norway,,,6
2016-11-15,Oman,,,1
2016-11-15,Pakistan,,,25
2016-11-15,Palestine,,,2
2016-11-15,Panama,,,4
2016-11-15,Peru,,,57
2016-11-15,Philippines,,,55
2016-11-15,Poland,,,45
2016-11-15,Portugal,,,7
2016-11-15,Puerto Rico,520.0,1,6
2016-11-15,Romania,,,68
2016-11-15,Russia,,,59
2016-11-15,Saudi Arabia,,,11
2016-11-15,Senegal,,,1
2016-11-15,Serbia,,,14
2016-11-15,Singapore,,,20
2016-11-15,Slovakia,,,5
2016-11-15,Slovenia,,,5
2016-11-15,South Africa,,,7
2016-11-15,South Korea,,,30
2016-11-15,Spain,,,27
2016-11-15,Sri Lanka,,,9
2016-11-15,St. Vincent & Grenadines,,,1
2016-11-15,Sweden,,,16
2016-11-15,Switzerland,,,15
2016-11-15,Taiwan,,,74
2016-11-15,Tanzania,,,1
2016-11-15,Thailand,,,420
2016-11-15,Trinidad & Tobago,,,1
2016-11-15,Tunisia,,,12
2016-11-15,Turkey,,,227
2016-11-15,Uganda,,,1
2016-11-15,Ukraine,,,60
2016-11-15,United Arab Emirates,,,20
2016-11-15,United Kingdom,,,115
2016-11-15,United States,3305.42,30,1165
2016-11-15,Uruguay,,,2
2016-11-15,Venezuela,,,5
2016-11-15,Vietnam,,,556
2016-11-16,(not set),,,4
2016-11-16,Albania,,,4
2016-11-16,Algeria,,,7
2016-11-16,Argentina,,,34
2016-11-16,Armenia,,,2
2016-11-16,Australia,,,27
2016-11-16,Austria,,,8
2016-11-16,Azerbaijan,,,15
2016-11-16,Bahrain,,,1
2016-11-16,Bangladesh,,,9
2016-11-16,Belarus,,,3
2016-11-16,Belgium,,,14
2016-11-16,Bolivia,,,1
2016-11-16,Bosnia & Herzegovina,,,8
2016-11-16,Brazil,,,211
2016-11-16,Brunei,,,1
2016-11-16,Bulgaria,,,5
2016-11-16,Burkina Faso,,,1
2016-11-16,Cameroon,,,1
2016-11-16,Canada,,,94
2016-11-16,Chile,,,9
2016-11-16,China,,,14
2016-11-16,Colombia,,,8
2016-11-16,Congo - Kinshasa,,,1
2016-11-16,Croatia,,,3
2016-11-16,Cyprus,,,1
2016-11-16,Czechia,,,18
2016-11-16,Côte d’Ivoire,,,1
2016-11-16,Denmark,,,15
2016-11-16,Dominican Republic,,,3
2016-11-16,Ecuador,,,6
2016-11-16,Egypt,,,12
2016-11-16,El Salvador,,,1
2016-11-16,Ethiopia,,,1
2016-11-16,Finland,,,4
2016-11-16,France,,,40
2016-11-16,Georgia,,,9
2016-11-16,Germany,,,74
2016-11-16,Ghana,,,3
2016-11-16,Greece,,,12
2016-11-16,Guatemala,,,1
2016-11-16,Honduras,,,1
2016-11-16,Hong Kong,,,19
2016-11-16,Hungary,,,13
2016-11-16,India,,,218
2016-11-16,Indonesia,,,60
2016-11-16,Iraq,,,2
2016-11-16,Ireland,,,24
2016-11-16,Israel,,,33
2016-11-16,Italy,,,35
2016-11-16,Jamaica,,,2
2016-11-16,Japan,,,52
2016-11-16,Jordan,,,6
2016-11-16,Kazakhstan,,,8
2016-11-16,Kenya,,,2
2016-11-16,Kosovo,,,4
2016-11-16,Kyrgyzstan,,,1
2016-11-16,Latvia,,,2
2016-11-16,Lebanon,,,7
2016-11-16,Lithuania,,,1
2016-11-16,Luxembourg,,,1
2016-11-16,Macau,,,1
2016-11-16,Macedonia (FYROM),,,4
2016-11-16,Malaysia,,,45
2016-11-16,Malta,,,1
2016-11-16,Mauritania,,,1
2016-11-16,Mexico,,,85
2016-11-16,Moldova,,,1
2016-11-16,Monaco,,,1
2016-11-16,Mongolia,,,3
2016-11-16,Montenegro,,,1
2016-11-16,Morocco,,,11
2016-11-16,Myanmar (Burma),,,2
2016-11-16,Nepal,,,1
2016-11-16,Netherlands,,,105
2016-11-16,New Zealand,,,9
2016-11-16,Nicaragua,,,2
2016-11-16,Nigeria,,,5
2016-11-16,Norway,,,9
2016-11-16,Oman,,,1
2016-11-16,Pakistan,,,16
2016-11-16,Panama,,,3
2016-11-16,Peru,,,24
2016-11-16,Philippines,,,53
2016-11-16,Poland,,,89
2016-11-16,Portugal,,,9
2016-11-16,Puerto Rico,,,1
2016-11-16,Qatar,,,1
2016-11-16,Romania,,,67
2016-11-16,Russia,,,58
2016-11-16,Saudi Arabia,,,17
2016-11-16,Serbia,,,13
2016-11-16,Singapore,,,30
2016-11-16,Slovakia,,,21
2016-11-16,Slovenia,,,2
2016-11-16,South Africa,,,10
2016-11-16,South Korea,,,20
2016-11-16,Spain,,,45
2016-11-16,Sri Lanka,,,1
2016-11-16,Sweden,,,15
2016-11-16,Switzerland,,,8
2016-11-16,Taiwan,,,27
2016-11-16,Thailand,,,293
2016-11-16,Tunisia,,,11
2016-11-16,Turkey,,,177
2016-11-16,Uganda,,,1
2016-11-16,Ukraine,,,23
2016-11-16,United Arab Emirates,,,19
2016-11-16,United Kingdom,,,128
2016-11-16,United States,6194.46,38,1170
2016-11-16,Uruguay,,,2
2016-11-16,Venezuela,,,7
2016-11-16,Vietnam,,,508
2016-11-17,(not set),,,2
2016-11-17,Albania,,,4
2016-11-17,Algeria,,,11
2016-11-17,Argentina,,,37
2016-11-17,Armenia,,,6
2016-11-17,Australia,,,30
2016-11-17,Austria,,,8
2016-11-17,Azerbaijan,,,4
2016-11-17,Bahrain,,,1
2016-11-17,Bangladesh,,,8
2016-11-17,Belarus,,,7
2016-11-17,Belgium,,,10
2016-11-17,Belize,,,1
2016-11-17,Bermuda,,,1
2016-11-17,Bosnia & Herzegovina,,,6
2016-11-17,Brazil,,,187
2016-11-17,Bulgaria,,,9
2016-11-17,Burkina Faso,,,1
2016-11-17,Cameroon,,,1
2016-11-17,Canada,60.57,2,55
2016-11-17,Chile,,,10
2016-11-17,China,,,15
2016-11-17,Colombia,,,15
2016-11-17,Costa Rica,,,2
2016-11-17,Croatia,,,3
2016-11-17,Cyprus,,,1
2016-11-17,Czechia,,,13
2016-11-17,Côte d’Ivoire,,,1
2016-11-17,Denmark,,,17
2016-11-17,Dominican Republic,,,1
2016-11-17,Ecuador,,,5
2016-11-17,Egypt,,,8
2016-11-17,El Salvador,,,2
2016-11-17,Estonia,,,1
2016-11-17,Ethiopia,,,1
2016-11-17,Finland,,,3
2016-11-17,France,,,45
2016-11-17,Georgia,,,9
2016-11-17,Germany,,,84
2016-11-17,Ghana,,,1
2016-11-17,Greece,,,4
2016-11-17,Guatemala,,,3
2016-11-17,Honduras,,,1
2016-11-17,Hong Kong,,,12
2016-11-17,Hungary,,,11
2016-11-17,India,,,216
2016-11-17,Indonesia,,,68
2016-11-17,Iraq,,,4
2016-11-17,Ireland,,,41
2016-11-17,Israel,,,34
2016-11-17,Italy,,,23
2016-11-17,Japan,,,58
2016-11-17,Jordan,,,3
2016-11-17,Kazakhstan,,,10
2016-11-17,Kenya,,,1
2016-11-17,Kosovo,,,2
2016-11-17,Kuwait,,,3
2016-11-17,Latvia,,,1
2016-11-17,Lebanon,,,2
2016-11-17,Libya,,,1
2016-11-17,Lithuania,,,5
2016-11-17,Luxembourg,,,1
2016-11-17,Macedonia (FYROM),,,4
2016-11-17,Madagascar,,,1
2016-11-17,Malaysia,,,35
2016-11-17,Martinique,,,1
2016-11-17,Mauritius,,,1
2016-11-17,Mexico,,,94
2016-11-17,Moldova,,,2
2016-11-17,Morocco,,,10
2016-11-17,Myanmar (Burma),,,1
2016-11-17,Nepal,,,1
2016-11-17,Netherlands,,,66
2016-11-17,New Zealand,,,3
2016-11-17,Nigeria,,,10
2016-11-17,Norway,,,9
2016-11-17,Oman,,,3
2016-11-17,Pakistan,,,16
2016-11-17,Palestine,,,1
2016-11-17,Paraguay,,,1
2016-11-17,Peru,,,25
2016-11-17,Philippines,,,49
2016-11-17,Poland,,,35
2016-11-17,Portugal,,,13
2016-11-17,Puerto Rico,,,2
2016-11-17,Qatar,,,5
2016-11-17,Romania,,,74
2016-11-17,Russia,,,61
2016-11-17,Saudi Arabia,,,12
2016-11-17,Serbia,,,21
2016-11-17,Singapore,,,14
2016-11-17,Slovakia,,,5
2016-11-17,Slovenia,,,8
2016-11-17,Somalia,,,1
2016-11-17,South Africa,,,14
2016-11-17,South Korea,,,14
2016-11-17,Spain,,,36
2016-11-17,Sri Lanka,,,5
2016-11-17,St. Pierre & Miquelon,,,1
2016-11-17,Sweden,,,9
2016-11-17,Switzerland,,,8
2016-11-17,Taiwan,,,31
2016-11-17,Tanzania,,,1
2016-11-17,Thailand,,,280
2016-11-17,Togo,,,1
2016-11-17,Trinidad & Tobago,,,1
2016-11-17,Tunisia,,,8
2016-11-17,Turkey,,,152
2016-11-17,Uganda,,,1
2016-11-17,Ukraine,,,24
2016-11-17,United Arab Emirates,,,21
2016-11-17,United Kingdom,,,132
2016-11-17,United States,9209.52,51,1164
2016-11-17,Venezuela,,,5
2016-11-17,Vietnam,,,452
2016-11-18,(not set),,,1
2016-11-18,Albania,,,5
2016-11-18,Algeria,,,9
2016-11-18,Angola,,,1
2016-11-18,Argentina,,,27
2016-11-18,Armenia,,,1
2016-11-18,Australia,,,25
2016-11-18,Austria,,,4
2016-11-18,Azerbaijan,,,8
2016-11-18,Bahrain,,,1
2016-11-18,Bangladesh,,,6
2016-11-18,Belarus,,,2
2016-11-18,Belgium,,,7
2016-11-18,Bolivia,,,1
2016-11-18,Brazil,,,168
2016-11-18,Bulgaria,,,8
2016-11-18,Cambodia,,,3
2016-11-18,Canada,59.97,2,65
2016-11-18,Chile,,,5
2016-11-18,China,,,10
2016-11-18,Colombia,,,11
2016-11-18,Costa Rica,,,2
2016-11-18,Croatia,,,2
2016-11-18,Czechia,,,9
2016-11-18,Côte d’Ivoire,,,1
2016-11-18,Denmark,,,8
2016-11-18,Ecuador,,,5
2016-11-18,Egypt,,,10
2016-11-18,Finland,,,5
2016-11-18,France,,,57
2016-11-18,Georgia,,,9
2016-11-18,Germany,,,65
2016-11-18,Ghana,,,2
2016-11-18,Greece,,,6
2016-11-18,Guatemala,,,1
2016-11-18,Haiti,,,1
2016-11-18,Honduras,,,1
2016-11-18,Hong Kong,,,13
2016-11-18,Hungary,,,16
2016-11-18,Iceland,,,1
2016-11-18,India,,,210
2016-11-18,Indonesia,,,60
2016-11-18,Iraq,,,3
2016-11-18,Ireland,,,29
2016-11-18,Israel,,,27
2016-11-18,Italy,,,29
2016-11-18,Japan,,,49
2016-11-18,Jordan,,,4
2016-11-18,Kazakhstan,,,8
2016-11-18,Kenya,,,2
2016-11-18,Kyrgyzstan,,,2
2016-11-18,Latvia,,,4
2016-11-18,Lebanon,,,2
2016-11-18,Luxembourg,,,1
2016-11-18,Macau,,,1
2016-11-18,Macedonia (FYROM),,,6
2016-11-18,Malaysia,,,24
2016-11-18,Mexico,53.97,1,78
2016-11-18,Mongolia,,,3
2016-11-18,Morocco,,,14
2016-11-18,Myanmar (Burma),,,1
2016-11-18,Netherlands,,,28
2016-11-18,New Zealand,,,3
2016-11-18,Nicaragua,,,1
2016-11-18,Nigeria,,,3
2016-11-18,Norway,,,7
2016-11-18,Oman,,,4
2016-11-18,Pakistan,,,27
2016-11-18,Palestine,,,1
2016-11-18,Panama,,,3
2016-11-18,Peru,,,27
2016-11-18,Philippines,,,53
2016-11-18,Poland,,,37
2016-11-18,Portugal,,,6
2016-11-18,Puerto Rico,,,6
2016-11-18,Qatar,,,1
2016-11-18,Romania,,,47
2016-11-18,Russia,,,49
2016-11-18,Réunion,,,2
2016-11-18,Saudi Arabia,,,13
2016-11-18,Serbia,,,15
2016-11-18,Singapore,,,23
2016-11-18,Slovakia,,,5
2016-11-18,Slovenia,,,3
2016-11-18,South Africa,,,9
2016-11-18,South Korea,,,16
2016-11-18,Spain,,,16
2016-11-18,Sri Lanka,,,3
2016-11-18,Sweden,,,14
2016-11-18,Switzerland,,,11
2016-11-18,Taiwan,,,24
2016-11-18,Tajikistan,,,1
2016-11-18,Tanzania,,,1
2016-11-18,Thailand,,,269
2016-11-18,Tunisia,,,8
2016-11-18,Turkey,,,163
2016-11-18,Ukraine,,,43
2016-11-18,United Arab Emirates,,,10
2016-11-18,United Kingdom,,,111
2016-11-18,United States,5022.92,34,1030
2016-11-18,Uruguay,,,1
2016-11-18,Venezuela,,,5
2016-11-18,Vietnam,,,416
2016-11-19,Afghanistan,,,1
2016-11-19,Albania,,,2
2016-11-19,Algeria,,,11
2016-11-19,Argentina,,,23
2016-11-19,Australia,,,25
2016-11-19,Austria,,,6
2016-11-19,Azerbaijan,,,4
2016-11-19,Bangladesh,,,6
2016-11-19,Barbados,,,1
2016-11-19,Belarus,,,9
2016-11-19,Belgium,,,14
2016-11-19,Bolivia,,,1
2016-11-19,Bosnia & Herzegovina,,,3
2016-11-19,Brazil,,,131
2016-11-19,Bulgaria,,,13
2016-11-19,Cambodia,,,1
2016-11-19,Cameroon,,,2
2016-11-19,Canada,108.91,2,61
2016-11-19,Chile,,,13
2016-11-19,China,45.79,1,12
2016-11-19,Colombia,,,9
2016-11-19,Croatia,,,3
2016-11-19,Cyprus,,,2
2016-11-19,Czechia,,,13
2016-11-19,Côte d’Ivoire,,,2
2016-11-19,Denmark,,,5
2016-11-19,Dominican Republic,,,4
2016-11-19,Ecuador,,,8
2016-11-19,Egypt,,,14
2016-11-19,El Salvador,,,2
2016-11-19,Finland,,,2
2016-11-19,France,,,36
2016-11-19,Georgia,,,8
2016-11-19,Germany,,,51
2016-11-19,Ghana,,,2
2016-11-19,Greece,,,12
2016-11-19,Guyana,,,1
2016-11-19,Hong Kong,107.98,1,12
2016-11-19,Hungary,,,16
2016-11-19,India,,,172
2016-11-19,Indonesia,,,44
2016-11-19,Iraq,,,4
2016-11-19,Ireland,,,8
2016-11-19,Israel,,,28
2016-11-19,Italy,,,24
2016-11-19,Japan,,,41
2016-11-19,Jordan,,,4
2016-11-19,Kazakhstan,,,9
2016-11-19,Kenya,,,1
2016-11-19,Kosovo,,,4
2016-11-19,Kuwait,,,1
2016-11-19,Laos,,,1
2016-11-19,Latvia,,,5
2016-11-19,Lebanon,,,3
2016-11-19,Lithuania,,,3
2016-11-19,Luxembourg,,,1
2016-11-19,Macedonia (FYROM),,,5
2016-11-19,Malaysia,,,29
2016-11-19,Malta,,,3
2016-11-19,Mexico,,,60
2016-11-19,Moldova,,,2
2016-11-19,Mongolia,,,1
2016-11-19,Morocco,,,7
2016-11-19,Myanmar (Burma),,,2
2016-11-19,Netherlands,,,27
2016-11-19,New Zealand,,,5
2016-11-19,Nigeria,,,2
2016-11-19,Norway,,,7
2016-11-19,Oman,,,2
2016-11-19,Pakistan,,,24
2016-11-19,Panama,,,2
2016-11-19,Paraguay,,,1
2016-11-19,Peru,,,19
2016-11-19,Philippines,,,53
2016-11-19,Poland,,,32
2016-11-19,Portugal,,,4
2016-11-19,Puerto Rico,,,3
2016-11-19,Romania,,,71
2016-11-19,Russia,,,27
2016-11-19,Réunion,,,1
2016-11-19,Saudi Arabia,,,8
2016-11-19,Senegal,,,1
2016-11-19,Serbia,,,3
2016-11-19,Singapore,,,12
2016-11-19,Slovakia,,,8
2016-11-19,Slovenia,,,3
2016-11-19,South Africa,,,2
2016-11-19,South Korea,,,11
2016-11-19,Spain,,,28
